,OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown,AACountyPop,ndate,AADailyCases,AA7Day,AADaily100K,AA100k7D,BaltCountyDailyCases,BaltimoreCounty7Day,BaltimoreCountyDaily100K,BaltimoreCounty100k7D,BaltimoreCityDC,BaltCity7Day,BaltCityDaily100k,BaltimoreCity100k7D,HowardDC,Howard7Day,HowardCountyDaily100K,HowardCounty100k7D,CalvertDC,Calvert7Day,CalvertDaily100k,Calvert100k7D,PGDC,PG7Day,PGDaily100k,PG100k7D,HarfordDC,Hardford7Day,Harford100kDaily,Hardford100k7D,MontgomeryDC,Montgomery7Day,Montgomery100kDaily,Montgomery100k7D
10,11,2020/03/25 14:00:00+00,,31,51,53,3.0,1.0,5,4.0,8,,7.0,3.0,5,35.0,1.0,127,76,1.0,1.0,2.0,1.0,2.0,4.0,2.0,,,2020-03-25 14:00:00+00:00,7.0,3.857142857142857,1.221148193311248,0.6728775759061979,9.0,5.857142857142857,1.062573789846517,0.6915162759318604,12.0,7.0,1.9471289583509117,1.1358252257046983,5.0,3.857142857142857,1.484027412954372,1.14482114713623,0.0,,0.0,,13.0,8.0,1.4189939987469191,0.8732270761519502,0.0,0.2857142857142857,0.0,0.11185138083325923,20.0,13.714285714285714,1.9035146494487423,1.305267188193423
11,12,2020/03/26 14:00:00+00,,41,81,72,7.0,1.0,7,4.0,10,,14.0,3.0,9,49.0,1.0,164,101,1.0,1.0,4.0,1.0,2.0,5.0,2.0,,,2020-03-26 14:00:00+00:00,10.0,5.142857142857143,1.7444974190160685,0.8971701012082638,30.0,9.857142857142858,3.5419126328217234,1.1637712936414233,19.0,9.142857142857142,3.08295418405561,1.4835268254102183,14.0,4.714285714285714,4.155276756272242,1.3992258464998366,4.0,0.8571428571428571,4.228061645138786,0.906013209672597,25.0,11.142857142857142,2.7288346129748446,1.216280570354502,4.0,0.8571428571428571,1.5659193316656292,0.3355541424997777,37.0,18.714285714285715,3.521502101480173,1.7811458505556088
12,13,2020/03/27 14:00:00+00,,63,103,88,9.0,1.0,9,9.0,17,,15.0,3.0,18,62.0,2.0,208,148,1.0,1.0,4.0,1.0,5.0,5.0,2.0,,,2020-03-27 14:00:00+00:00,22.0,7.571428571428571,3.837894321835351,1.3208337601121662,22.0,12.857142857142858,2.5974025974025974,1.5179625569235957,16.0,11.0,2.596171944467882,1.7848682118216688,13.0,6.285714285714286,3.8584712736813676,1.865634461999782,2.0,1.1428571428571428,2.114030822569393,1.208017612896796,47.0,16.714285714285715,5.130209072392708,1.8244208555317531,9.0,1.8571428571428572,3.523318496247666,0.727033975416185,44.0,22.428571428571427,4.187732228787232,2.1346557140246607
13,14,2020/03/28 14:00:00+00,,88,141,112,8.0,1.0,10,13.0,21,,22.0,3.0,21,73.0,2.0,255,196,1.0,1.0,8.0,2.0,6.0,6.0,2.0,,,2020-03-28 14:00:00+00:00,25.0,10.428571428571429,4.361243547540171,1.8192615941167571,38.0,17.428571428571427,4.48642266824085,2.0576825771630967,24.0,13.857142857142858,3.8942579167018234,2.2484703447623624,11.0,7.714285714285714,3.2648603084996184,2.28964229427246,-1.0,1.0,-1.0570154112846966,1.0570154112846966,48.0,22.857142857142858,5.239362456911702,2.4949345032912866,3.0,2.2857142857142856,1.174439498749222,0.8948110466660738,47.0,26.714285714285715,4.473259426204544,2.5425517103351054
14,15,2020/03/29 14:00:00+00,,99,162,129,10.0,3.0,82,13.0,28,,24.0,3.0,23,81.0,3.0,301,247,4.0,1.0,8.0,3.0,6.0,6.0,2.0,,,2020-03-29 14:00:00+00:00,11.0,11.571428571428571,1.9189471609176756,2.0186327277185936,21.0,19.142857142857142,2.4793388429752063,2.260077584752909,17.0,15.0,2.758432690997125,2.4339111979386394,8.0,8.142857142857142,2.3744438607269953,2.416844643954263,2.0,1.1428571428571428,2.114030822569393,1.208017612896796,51.0,29.571428571428573,5.566822610468683,3.2278215136331023,2.0,2.5714285714285716,0.7829596658328146,1.006662427499333,46.0,31.142857142857142,4.378083693732107,2.9640442398558986
15,16,2020/03/30 14:00:00+00,,110,186,152,12.0,4.0,82,13.0,33,,26.0,3.0,24,96.0,3.0,341,294,4.0,1.0,9.0,4.0,7.0,6.0,3.0,,,2020-03-30 14:00:00+00:00,11.0,12.857142857142858,1.9189471609176756,2.2429252530206596,24.0,21.571428571428573,2.833530106257379,2.5468038455051443,23.0,17.285714285714285,3.7319971701725803,2.804792904291194,15.0,10.0,4.452082238863116,2.968054825908744,2.0,1.4285714285714286,2.114030822569393,1.5100220161209952,47.0,35.285714285714285,5.130209072392708,3.851555139455923,1.0,2.7142857142857144,0.3914798329164073,1.0625881179159626,40.0,35.42857142857143,3.8070292988974845,3.371940236166343
16,17,2020/03/31 14:00:00+00,,127,227,187,15.0,4.0,92,14.0,40,,33.0,3.0,25,117.0,3.0,388,341,4.0,1.0,15.0,3.0,11.0,7.0,3.0,,,2020-03-31 14:00:00+00:00,17.0,14.714285714285714,2.9656456123273167,2.566903345123644,41.0,26.428571428571427,4.8406139315230226,3.1202563670096137,35.0,20.857142857142858,5.679126128523492,3.3842955704670605,21.0,12.428571428571429,6.232915134408364,3.6888681407722963,3.0,1.7142857142857142,3.17104623385409,1.812026419345194,47.0,39.714285714285715,5.130209072392708,4.33494869946861,1.0,2.857142857142857,0.3914798329164073,1.1185138083325923,47.0,40.142857142857146,4.473259426204544,3.8206258321078326
17,18,2020/04/01 14:00:00+00,,158,289,221,18.0,4.0,96,16.0,56,1.0,35.0,3.0,34,142.0,3.0,447,403,7.0,4.0,19.0,3.0,15.0,7.0,4.0,,,2020-04-01 14:00:00+00:00,31.0,18.142857142857142,5.407941998949813,3.165016745929153,62.0,34.0,7.319952774498229,4.014167650531286,34.0,24.0,5.51686538199425,3.894257916701823,25.0,15.285714285714286,7.42013706477186,4.536883805317652,3.0,2.142857142857143,3.17104623385409,2.2650330241814927,62.0,46.714285714285715,6.767509840177614,5.099022391101566,9.0,4.142857142857143,3.523318496247666,1.6218450220822587,59.0,45.714285714285715,5.615368215873789,4.3508906273114105
18,19,2020/04/02 14:00:00+00,1.0,206,353,265,22.0,4.0,105,20.0,69,1.0,45.0,3.0,37,152.0,5.0,498,473,8.0,4.0,27.0,4.0,17.0,7.0,5.0,,,2020-04-02 14:00:00+00:00,48.0,23.571428571428573,8.373587611277129,4.112029630537876,64.0,38.857142857142854,7.556080283353011,4.587620172035756,44.0,27.571428571428573,7.139472847286676,4.47376058287769,10.0,14.714285714285714,2.968054825908744,4.367280672408581,4.0,2.142857142857143,4.228061645138786,2.2650330241814927,70.0,53.142857142857146,7.6407369163295655,5.800722720152241,3.0,4.0,1.174439498749222,1.5659193316656292,51.0,47.714285714285715,4.853962356094292,4.541242092256285
19,20,2020/04/03 14:00:00+00,2.0,249,427,313,30.0,4.0,129,25.0,90,1.0,54.0,3.0,41,166.0,5.0,566,563,12.0,4.0,30.0,5.0,27.0,7.0,5.0,,,2020-04-03 14:00:00+00:00,43.0,26.571428571428573,7.5013389017690955,4.6353788562426965,74.0,46.285714285714285,8.736717827626919,5.464665204924946,48.0,32.142857142857146,7.788515833403647,5.2155239955827986,14.0,14.857142857142858,4.155276756272242,4.409681455635848,8.0,3.0,8.456123290277572,3.17104623385409,90.0,59.285714285714285,9.82380460670944,6.471236367911774,4.0,3.2857142857142856,1.5659193316656292,1.2862908795824812,68.0,51.142857142857146,6.471949808125723,4.86755888930464
20,21,2020/04/04 14:00:00+00,3.0,289,491,343,33.0,4.0,134,33.0,95,1.0,73.0,3.0,44,180.0,5.0,640,653,13.0,4.0,34.0,6.0,29.0,8.0,7.0,,,2020-04-04 14:00:00+00:00,40.0,28.714285714285715,6.977989676064274,5.009199731746141,64.0,50.0,7.556080283353011,5.90318772136954,30.0,33.0,4.867822395877279,5.354604635465007,14.0,15.285714285714286,4.155276756272242,4.536883805317652,3.0,3.5714285714285716,3.17104623385409,3.775055040302488,90.0,65.28571428571429,9.82380460670944,7.1261566750257375,3.0,3.2857142857142856,1.174439498749222,1.2862908795824812,74.0,55.0,7.043004202960346,5.2346652859840415
21,22,2020/04/05 14:00:00+00,6.0,319,590,394,39.0,4.0,142,36.0,111,1.0,112.0,3.0,52,199.0,5.0,693,785,13.0,4.0,40.0,7.0,34.0,11.0,9.0,,,2020-04-05 14:00:00+00:00,30.0,31.428571428571427,5.233492257048206,5.482706174050501,99.0,61.142857142857146,11.688311688311689,7.218755270703322,51.0,37.857142857142854,8.275298072991374,6.142728261464185,19.0,16.857142857142858,5.639304169226614,5.003292420817597,6.0,4.142857142857143,6.34209246770818,4.379063846750887,132.0,76.85714285714286,14.408246756507177,8.38921726731695,8.0,4.142857142857143,3.1318386633312585,1.6218450220822587,53.0,56.0,5.044313821039167,5.329841018456477
22,23,2020/04/06 14:00:00+00,6.0,343,648,435,40.0,6.0,150,37.0,129,1.0,138.0,3.0,55,214.0,5.0,793,916,15.0,4.0,41.0,8.0,37.0,11.0,10.0,,,2020-04-06 14:00:00+00:00,24.0,33.285714285714285,4.1867938056385645,5.8066842661534865,58.0,66.0,6.8476977567886665,7.792207792207792,41.0,40.42857142857143,6.652690607698949,6.559970181110809,15.0,16.857142857142858,4.452082238863116,5.003292420817597,1.0,4.0,1.0570154112846966,4.228061645138786,131.0,88.85714285714286,14.299093371988185,9.699057881544876,3.0,4.428571428571429,1.174439498749222,1.7336964029155182,100.0,64.57142857142857,9.51757324724371,6.145633011077367
23,24,2020/04/07 14:00:00+00,7.0,370,652,459,41.0,11.0,159,41.0,136,3.0,151.0,3.0,59,236.0,8.0,871,1020,15.0,4.0,46.0,8.0,44.0,17.0,10.0,,,2020-04-07 14:00:00+00:00,27.0,34.714285714285715,4.710143031343385,6.055898183155781,4.0,60.714285714285715,0.4722550177095632,7.16815651880587,24.0,38.857142857142854,3.8942579167018234,6.304989007993428,22.0,17.0,6.529720616999237,5.045693204044865,1.0,3.7142857142857144,1.0570154112846966,3.9260572419145876,104.0,97.0,11.351951989975353,10.587878298342398,4.0,4.857142857142857,1.5659193316656292,1.901473474165407,78.0,69.0,7.423707132850094,6.567125540598161
24,25,2020/04/08 14:00:00+00,6.0,466,866,571,56.0,11.0,186,49.0,164,4.0,199.0,5.0,86,274.0,9.0,1088,1310,16.0,4.0,62.0,10.0,57.0,20.0,10.0,,,2020-04-08 14:00:00+00:00,96.0,44.0,16.747175222554258,7.6757886436707015,214.0,82.42857142857143,25.26564344746163,9.731826614943499,112.0,50.0,18.173203611275174,8.113037326462132,38.0,18.857142857142858,11.278608338453228,5.5969033859993464,15.0,5.428571428571429,15.855231169270448,5.738083661259781,290.0,129.57142857142858,31.654481510508194,14.14315996553248,27.0,7.428571428571429,10.569955488742997,2.9081359016647395,217.0,91.57142857142857,20.653133946518853,8.715377787833168
25,26,2020/04/09 14:00:00+00,8.0,505,979,638,66.0,12.0,203,54.0,180,7.0,233.0,5.0,101,299.0,9.0,1214,1476,17.0,4.0,65.0,13.0,60.0,21.0,16.0,,,2020-04-09 14:00:00+00:00,39.0,42.714285714285715,6.803539934162667,7.4514961183686355,113.0,89.42857142857143,13.341204250295158,10.558272895935234,67.0,53.285714285714285,10.871470017459256,8.646179779343928,25.0,21.0,7.42013706477186,6.232915134408363,10.0,6.285714285714286,10.570154112846966,6.644096870932379,166.0,143.28571428571428,18.119461830152968,15.640120667507249,15.0,9.142857142857142,5.87219749374611,3.579244186664295,126.0,102.28571428571429,11.992142291527076,9.73511777860928
26,27,2020/04/10 14:00:00+00,10.0,554,1072,689,76.0,12.0,214,64.0,220,7.0,289.0,4.0,110,319.0,9.0,1388,1716,17.0,4.0,71.0,13.0,66.0,28.0,16.0,,,2020-04-10 14:00:00+00:00,49.0,43.57142857142857,8.548037353178735,7.601024468570013,93.0,92.14285714285714,10.979929161747345,10.87873165795244,51.0,53.714285714285715,8.275298072991374,8.715720099285033,20.0,21.857142857142858,5.936109651817488,6.487319833771969,10.0,6.571428571428571,10.570154112846966,6.946101274156577,240.0,164.71428571428572,26.196812284558504,17.979121764342832,9.0,9.857142857142858,3.523318496247666,3.8588726387474432,174.0,117.42857142857143,16.560577450204054,11.176350298906186
27,28,2020/04/11 14:00:00+00,11.0,615,1173,756,82.0,15.0,214,66.0,235,8.0,341.0,4.0,120,351.0,10.0,1537,1923,19.0,4.0,73.0,13.0,72.0,33.0,19.0,,,2020-04-11 14:00:00+00:00,61.0,46.57142857142857,10.641434255998018,8.124373694274833,101.0,97.42857142857143,11.92443919716647,11.50278293135436,67.0,59.0,10.871470017459256,9.573384045225314,32.0,24.428571428571427,9.497775442907981,7.250533931862789,6.0,7.0,6.34209246770818,7.399107878992877,207.0,181.42857142857142,22.594750595431712,19.803542619874584,10.0,10.857142857142858,3.9147983291640736,4.2503524716638506,149.0,128.14285714285714,14.18118413839313,12.196090289682298
28,29,2020/04/12 14:00:00+00,13.0,659,1257,812,90.0,17.0,236,74.0,253,9.0,368.0,4.0,129,371.0,11.0,1631,2035,19.0,4.0,82.0,14.0,75.0,42.0,20.0,,,2020-04-12 14:00:00+00:00,44.0,48.57142857142857,7.675788643670702,8.473273178078047,84.0,95.28571428571429,9.917355371900825,11.249789171867095,56.0,59.714285714285715,9.086601805637587,9.689284578460487,20.0,24.571428571428573,5.936109651817488,7.292934715090056,8.0,7.285714285714286,8.456123290277572,7.701112282217076,112.0,178.57142857142858,12.225179066127303,19.491675806963173,9.0,11.0,3.523318496247666,4.30627816208048,94.0,134.0,8.946518852409088,12.753548151306571
29,30,2020/04/13 14:00:00+00,15.0,724,1361,873,94.0,21.0,250,83.0,274,12.0,417.0,4.0,142,386.0,11.0,1756,2205,19.0,6.0,95.0,16.0,93.0,58.0,21.0,,,2020-04-13 14:00:00+00:00,65.0,54.42857142857143,11.339233223604447,9.495050237787458,104.0,101.85714285714286,12.27863046044864,12.025636700961375,61.0,62.57142857142857,9.897905538283801,10.152886711401182,15.0,24.571428571428573,4.452082238863116,7.292934715090057,4.0,7.714285714285714,4.228061645138786,8.154118887053373,170.0,184.14285714285714,18.556075368228942,20.099816092140426,13.0,12.428571428571429,5.089237827913295,4.8655350662467765,125.0,137.57142857142858,11.896966559054638,13.093461481565276
30,31,2020/04/14 14:00:00+00,17.0,783,1377,962,99.0,21.0,259,85.0,292,14.0,441.0,4.0,147,403.0,11.0,1883,2356,19.0,5.0,98.0,16.0,96.0,63.0,21.0,0.0,,2020-04-14 14:00:00+00:00,59.0,59.0,10.292534772194804,10.292534772194804,16.0,103.57142857142857,1.8890200708382527,12.228031708551189,89.0,71.85714285714286,14.441206441102596,11.659593643458436,17.0,23.857142857142858,5.045693204044865,7.080930798953719,5.0,8.285714285714286,5.285077056423483,8.758127693501772,151.0,190.85714285714286,16.48216106236806,20.83270310248224,5.0,12.571428571428571,1.9573991645820368,4.921460756663406,127.0,144.57142857142858,12.087318023999511,13.759691608872336
31,32,2020/04/15 14:00:00+00,17.0,845,1485,1060,102.0,22.0,262,90.0,310,16.0,442.0,4.0,152,424.0,11.0,1933,2516,19.0,5.0,99.0,14.0,106.0,76.0,22.0,0.0,,2020-04-15 14:00:00+00:00,62.0,54.142857142857146,10.815883997899626,9.445207454387,108.0,88.42857142857143,12.750885478158205,10.440209141507841,98.0,69.85714285714286,15.901553159865779,11.335072150399949,21.0,21.428571428571427,6.232915134408364,6.360117484090166,3.0,6.571428571428571,3.17104623385409,6.946101274156578,160.0,172.28571428571428,17.464541523039006,18.805568818558072,5.0,9.428571428571429,1.9573991645820368,3.691095567497555,50.0,120.71428571428571,4.758786623621855,11.489070562744192
32,33,2020/04/16 14:00:00+00,20.0,896,1516,1160,103.0,23.0,283,101.0,327,18.0,497.0,4.0,161,451.0,11.0,2133,2722,19.0,6.0,98.0,14.0,109.0,87.0,25.0,0.0,,2020-04-16 14:00:00+00:00,51.0,55.857142857142854,8.896936836981949,9.744264154789755,31.0,76.71428571428571,3.6599763872491144,9.05717658964412,100.0,74.57142857142857,16.22607465292426,12.100015669752095,27.0,21.714285714285715,8.013748029953609,6.444919050544702,1.0,5.285714285714286,1.0570154112846966,5.587081459647682,206.0,178.0,22.48559721091272,19.42930244438089,9.0,8.571428571428571,3.523318496247666,3.355541424997777,200.0,131.28571428571428,19.03514649448742,12.495214020309957
33,34,2020/04/17 14:00:00+00,26.0,966,1569,1273,109.0,28.0,288,127.0,337,20.0,525.0,4.0,176,475.0,14.0,2280,2966,19.0,9.0,100.0,14.0,116.0,103.0,28.0,0.0,,2020-04-17 14:00:00+00:00,70.0,58.857142857142854,12.21148193311248,10.267613380494575,53.0,71.0,6.257378984651711,8.382526564344746,113.0,83.42857142857143,18.33546435780442,13.537182281868244,24.0,22.285714285714285,7.123331582180986,6.614522183453773,6.0,4.714285714285714,6.34209246770818,4.983072653199284,244.0,178.57142857142858,26.633425822634482,19.491675806963176,15.0,9.428571428571429,5.87219749374611,3.691095567497555,147.0,127.42857142857143,13.990832673448255,12.128107623630555
