,OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown,ndate,AADailyCases,AA7Day,AADaily100k1,AA100k7D-County_2019,AADaily100k2,AA100k7D-2019Census,AADaily100k3,AA100k7D-2020Census
541,542,2021/09/07 14:00:00+00,7894.0,48005,70674,56652,4759.0,2583.0,10348,7288.0,12772,3417.0,21883.0,2336.0,18296,20932.0,1480.0,76933,92993,3322.0,2834.0,7364.0,2393.0,16205.0,9161.0,4332.0,0.0,2021-09-07 14:00:00+00:00,63.0,115.71428571428571,10.869002639614926,19.96347423602742,10.876433358539037,19.97712249527578,10.709531993451886,19.670568967564687
542,543,2021/09/08 14:00:00+00,7964.0,48080,70752,56669,4762.0,2586.0,10362,7299.0,12804,3427.0,21900.0,2341.0,18336,20954.0,1481.0,77026,93117,3329.0,2839.0,7392.0,2396.0,16216.0,9185.0,4340.0,0.0,2021-09-08 14:00:00+00:00,75.0,103.85714285714286,12.939288856684435,17.91783428344683,12.948134950641709,17.930084017364806,12.749442849347483,17.654942764715468
543,544,2021/09/09 14:00:00+00,8015.0,48159,70836,56732,4768.0,2586.0,10385,7310.0,12824,3434.0,21953.0,2349.0,18375,21048.0,1483.0,77131,93255,3334.0,2848.0,7406.0,2401.0,16281.0,9205.0,4346.0,0.0,2021-09-09 14:00:00+00:00,79.0,93.71428571428571,13.629384262374273,16.167949504733315,13.638702148009267,16.17900290975421,13.429413134646015,15.93073239842276
544,545,2021/09/10 14:00:00+00,8062.0,48289,70991,56864,4777.0,2605.0,10419,7343.0,12895,3476.0,22030.0,2367.0,18430,21092.0,1491.0,77265,93513,3346.0,2868.0,7476.0,2415.0,16361.0,9283.0,4359.0,0.0,2021-09-10 14:00:00+00:00,130.0,95.28571428571429,22.42810068491969,16.439058414111464,22.44343391444563,16.450297165862896,22.099034272202307,16.1978635819329
545,546,2021/09/11 14:00:00+00,8080.0,48437,71133,56990,4805.0,2628.0,10447,7367.0,12951,3514.0,22093.0,2373.0,18488,21123.0,1499.0,77406,93693,3360.0,2882.0,7528.0,2426.0,16441.0,9341.0,4388.0,0.0,2021-09-11 14:00:00+00:00,148.0,95.85714285714286,25.533530010523958,16.537643472067156,25.55098630259964,16.54894962262969,25.1589005560457,16.295002194118403
546,547,2021/09/12 14:00:00+00,8108.0,48548,71241,57113,4814.0,2647.0,10477,7387.0,12997,3533.0,22149.0,2388.0,18540,21164.0,1501.0,77522,93865,3367.0,2897.0,7550.0,2439.0,16514.0,9376.0,4406.0,0.0,2021-09-12 14:00:00+00:00,111.0,99.28571428571429,19.150147507892964,17.1291538198013,19.16323972694973,17.140864363230456,18.869175417034278,16.87783386723143
547,548,2021/09/13 14:00:00+00,8127.0,48651,71366,57211,4832.0,2650.0,10492,7414.0,13042,3536.0,22191.0,2400.0,18587,21198.0,1501.0,77696,94015,3373.0,2913.0,7629.0,2442.0,16548.0,9414.0,4418.0,0.0,2021-09-13 14:00:00+00:00,103.0,101.28571428571429,17.769956696513294,17.47420152264622,17.782105332214613,17.486147961914234,17.509234846437213,17.217819009880696
548,549,2021/09/14 14:00:00+00,8233.0,48733,71444,57295,4853.0,2661.0,10510,7436.0,13082,3546.0,22247.0,2412.0,18621,21236.0,1509.0,77870,94179,3380.0,2931.0,7657.0,2445.0,16570.0,9456.0,4434.0,0.0,2021-09-14 14:00:00+00:00,82.0,104.0,14.14695581664165,17.94248054793575,14.156627546034937,17.954747131556502,13.939390848619917,17.679227417761844
549,550,2021/09/15 14:00:00+00,8284.0,48844,71597,57329,4865.0,2670.0,10529,7467.0,13123,3559.0,22309.0,2422.0,18658,21270.0,1515.0,77967,94379,3389.0,2947.0,7740.0,2449.0,16657.0,9512.0,4448.0,0.0,2021-09-15 14:00:00+00:00,111.0,109.14285714285714,19.150147507892964,18.82974606953697,19.16323972694973,18.84261924245765,18.869175417034278,18.553474927431388
550,551,2021/09/16 14:00:00+00,8334.0,48966,71744,57444,4881.0,2683.0,10558,7495.0,13192,3598.0,22374.0,2435.0,18706,21312.0,1517.0,78130,94535,3400.0,2965.0,7772.0,2459.0,16746.0,9555.0,4458.0,0.0,2021-09-16 14:00:00+00:00,122.0,115.28571428571429,21.047909873540018,19.88953544256065,21.062299519710514,19.903133152700686,20.73909370160524,19.59771500842556
551,552,2021/09/17 14:00:00+00,8382.0,49087,71911,57570,4905.0,2704.0,10596,7535.0,13241,3619.0,22432.0,2469.0,18759,21366.0,1521.0,78288,94706,3432.0,2987.0,7863.0,2468.0,16836.0,9628.0,4479.0,0.0,2021-09-17 14:00:00+00:00,121.0,114.0,20.875386022117556,19.66771906216034,20.889657720368625,19.681165124975397,20.569101130280604,19.379153131008174
552,553,2021/09/18 14:00:00+00,8426.0,49207,72019,57673,4933.0,2718.0,10628,7571.0,13282,3638.0,22479.0,2491.0,18814,21422.0,1526.0,78428,94870,3445.0,3004.0,7916.0,2480.0,16912.0,9679.0,4500.0,0.0,2021-09-18 14:00:00+00:00,120.0,110.0,20.7028621706951,18.97762365647051,20.717015921026736,18.99059792760784,20.399108558955973,18.699182845709647
553,554,2021/09/19 14:00:00+00,8463.0,49313,72127,57773,4949.0,2737.0,10649,7590.0,13325,3651.0,22510.0,2521.0,18849,21436.0,1527.0,78530,95001,3454.0,3012.0,7985.0,2489.0,16977.0,9715.0,4514.0,0.0,2021-09-19 14:00:00+00:00,106.0,109.28571428571429,18.28752825078067,18.854392334025896,18.30003073024028,18.867282356649348,18.01921256041111,18.57775958047776
554,555,2021/09/20 14:00:00+00,8529.0,49394,72236,57895,4978.0,2757.0,10699,7623.0,13366,3668.0,22556.0,2538.0,18892,21492.0,1529.0,78635,95144,3463.0,3028.0,8030.0,2493.0,17025.0,9747.0,4519.0,0.0,2021-09-20 14:00:00+00:00,81.0,106.14285714285714,13.974431965219193,18.312174515269593,13.983985746693048,18.32469384443198,13.769398277295283,18.04349721345749
555,556,2021/09/21 14:00:00+00,8612.0,49464,72338,57962,4994.0,2767.0,10737,7648.0,13400,3681.0,22612.0,2552.0,18938,21518.0,1533.0,78755,95287,3474.0,3035.0,8055.0,2497.0,17034.0,9790.0,4527.0,0.0,2021-09-21 14:00:00+00:00,70.0,104.42857142857143,12.076669599572142,18.01641934140252,12.084925953932261,18.0287364741316,11.899479992724318,17.75208137690097
556,557,2021/09/22 14:00:00+00,8634.0,49565,72489,58064,5010.0,2771.0,10763,7672.0,13435,3695.0,22648.0,2561.0,18981,21544.0,1533.0,78852,95446,3491.0,3042.0,8113.0,2507.0,17162.0,9843.0,4534.0,0.0,2021-09-22 14:00:00+00:00,101.0,103.0,17.424908993668375,17.769956696513294,17.436821733530834,17.782105332214616,17.169249703787944,17.50923484643721
557,558,2021/09/23 14:00:00+00,8677.0,49719,72635,58209,5027.0,2797.0,10809,7706.0,13471,3699.0,22691.0,2571.0,19046,21600.0,1539.0,78980,95623,3507.0,3047.0,8173.0,2518.0,17275.0,9889.0,4552.0,0.0,2021-09-23 14:00:00+00:00,154.0,107.57142857142857,26.568673119058708,18.558637160158817,26.586837098650978,18.571324986348966,26.178855983993497,18.286343743921247
558,559,2021/09/24 14:00:00+00,8734.0,49843,72781,58311,5064.0,2807.0,10856,7740.0,13522,3710.0,22737.0,2595.0,19080,21634.0,1539.0,79097,95797,3512.0,3066.0,8268.0,2537.0,17367.0,9961.0,4565.0,0.0,2021-09-24 14:00:00+00:00,124.0,108.0,21.392957576384934,18.632575953625587,21.407583118394292,18.645314328924062,21.079078844254507,18.359197703060374
559,560,2021/09/25 14:00:00+00,8786.0,49974,72942,58445,5098.0,2834.0,10897,7782.0,13559,3751.0,22777.0,2624.0,19117,21671.0,1546.0,79270,96009,3536.0,3076.0,8395.0,2549.0,17453.0,10009.0,4590.0,0.0,2021-09-25 14:00:00+00:00,131.0,109.57142857142857,22.60062453634215,18.90368486300374,22.61607571378752,18.916608585032748,22.269026843526937,18.626328886570516
560,561,2021/09/26 14:00:00+00,8790.0,50074,73061,58576,5117.0,2849.0,10947,7820.0,13581,3762.0,22825.0,2635.0,19164,21719.0,1553.0,79373,96140,3548.0,3084.0,8415.0,2559.0,17547.0,10057.0,4608.0,0.0,2021-09-26 14:00:00+00:00,100.0,108.71428571428571,17.252385142245913,18.755807276070204,17.264179934188945,18.76862989988255,16.99925713246331,18.480620968292254
561,562,2021/09/27 14:00:00+00,8811.0,50169,73169,58677,5140.0,2861.0,10972,7851.0,13612,3770.0,22865.0,2657.0,19202,21764.0,1559.0,79452,96246,3554.0,3099.0,8478.0,2570.0,17574.0,10092.0,4620.0,0.0,2021-09-27 14:00:00+00:00,95.0,110.71428571428571,16.38976588513362,19.10085497891512,16.4009709374795,19.113913498566337,16.149294275840145,18.820606110941522
562,563,2021/09/28 14:00:00+00,8898.0,50220,73254,58792,5147.0,2873.0,11011,7886.0,13635,3780.0,22908.0,2670.0,19242,21795.0,1563.0,79555,96373,3562.0,3105.0,8509.0,2579.0,17617.0,10127.0,4635.0,0.0,2021-09-28 14:00:00+00:00,51.0,108.0,8.798716422545416,18.632575953625587,8.804731766436362,18.645314328924062,8.66962113755629,18.359197703060378
563,564,2021/09/29 14:00:00+00,8926.0,50329,73433,58876,5157.0,2876.0,11047,7928.0,13670,3789.0,22974.0,2682.0,19292,21839.0,1566.0,79650,96496,3569.0,3116.0,8546.0,2585.0,17712.0,10154.0,4649.0,0.0,2021-09-29 14:00:00+00:00,109.0,109.14285714285714,18.805099805048048,18.82974606953697,18.81795612826595,18.84261924245765,18.52919027438501,18.553474927431385
564,565,2021/09/30 14:00:00+00,8957.0,50469,73574,59003,5193.0,2908.0,11079,7963.0,13722,3802.0,23031.0,2703.0,19358,21883.0,1570.0,79807,96674,3580.0,3120.0,8679.0,2597.0,17795.0,10205.0,4668.0,0.0,2021-09-30 14:00:00+00:00,140.0,107.14285714285714,24.153339199144284,18.48469836669205,24.169851907864523,18.49733564377387,23.798959985448636,18.21348978478212
565,566,2021/10/01 14:00:00+00,8997.0,50582,73745,59168,5224.0,2921.0,11132,8009.0,13786,3829.0,23089.0,2723.0,19413,21934.0,1574.0,79948,96880,3593.0,3140.0,8733.0,2612.0,17884.0,10274.0,4680.0,0.0,2021-10-01 14:00:00+00:00,113.0,105.57142857142857,19.495195210737883,18.2135894573139,19.50852332563351,18.226041387665187,19.209160559683543,17.94635860127198
566,567,2021/10/02 14:00:00+00,9028.0,50722,73936,59246,5248.0,2945.0,11167,8058.0,13826,3848.0,23138.0,2738.0,19464,21956.0,1576.0,80069,96984,3614.0,3145.0,8825.0,2627.0,17981.0,10320.0,4696.0,0.0,2021-10-02 14:00:00+00:00,140.0,106.85714285714286,24.153339199144284,18.435405837714207,24.169851907864523,18.448009415390477,23.798959985448636,18.164920478689364
567,568,2021/10/03 14:00:00+00,9034.0,50846,74056,59432,5276.0,2959.0,11192,8082.0,13862,3850.0,23176.0,2749.0,19500,21986.0,1584.0,80175,97101,3619.0,3149.0,8868.0,2637.0,18051.0,10352.0,4713.0,0.0,2021-10-03 14:00:00+00:00,124.0,110.28571428571429,21.392957576384934,19.026916185448354,21.407583118394292,19.039924155991237,21.079078844254507,18.747752151802395
568,569,2021/10/04 14:00:00+00,9111.0,50950,74154,59561,5302.0,2969.0,11231,8115.0,13884,3861.0,23229.0,2773.0,19548,22027.0,1585.0,80272,97202,3638.0,3159.0,8897.0,2643.0,18102.0,10380.0,4734.0,0.0,2021-10-04 14:00:00+00:00,104.0,111.57142857142857,17.94248054793575,19.24873256584866,17.954747131556502,19.261892183716522,17.679227417761844,18.96631402921978
569,570,2021/10/05 14:00:00+00,9115.0,50997,74237,59635,5321.0,2971.0,11248,8131.0,13908,3880.0,23257.0,2776.0,19588,22041.0,1589.0,80365,97263,3641.0,3163.0,8920.0,2652.0,18137.0,10399.0,4742.0,0.0,2021-10-05 14:00:00+00:00,47.0,111.0,8.108621016855581,19.150147507892967,8.114164569068805,19.16323972694973,7.989650852257756,18.869175417034278
570,571,2021/10/06 14:00:00+00,9146.0,51106,74376,59717,5343.0,2975.0,11263,8179.0,13943,3884.0,23288.0,2783.0,19632,22086.0,1599.0,80448,97385,3655.0,3173.0,8998.0,2657.0,18213.0,10441.0,4763.0,0.0,2021-10-06 14:00:00+00:00,109.0,111.0,18.805099805048048,19.150147507892967,18.81795612826595,19.16323972694973,18.52919027438501,18.869175417034278
571,572,2021/10/07 14:00:00+00,9192.0,51229,74504,59866,5367.0,2988.0,11313,8226.0,13983,3905.0,23349.0,2813.0,19704,22151.0,1612.0,80598,97516,3671.0,3181.0,9040.0,2670.0,18308.0,10481.0,4784.0,0.0,2021-10-07 14:00:00+00:00,123.0,108.57142857142857,21.220433724962476,18.731161011581282,21.234941319052403,18.743966785690855,20.909086272929873,18.45633631524588
572,573,2021/10/08 14:00:00+00,9218.0,51343,74627,60000,5392.0,2995.0,11341,8256.0,14007,3921.0,23410.0,2836.0,19764,22173.0,1616.0,80692,97622,3689.0,3194.0,9125.0,2686.0,18404.0,10519.0,4797.0,0.0,2021-10-08 14:00:00+00:00,114.0,108.71428571428571,19.667719062160344,18.755807276070204,19.6811651249754,18.76862989988255,19.379153131008174,18.480620968292254
573,574,2021/10/09 14:00:00+00,9300.0,51458,74809,60063,5413.0,3010.0,11371,8300.0,14037,3934.0,23462.0,2866.0,19832,22199.0,1622.0,80807,97743,3708.0,3204.0,9189.0,2704.0,18474.0,10563.0,4818.0,0.0,2021-10-09 14:00:00+00:00,115.0,105.14285714285714,19.840242913582802,18.139650663847135,19.85380692431729,18.152052045090095,19.549145702332808,17.873504642132854
574,575,2021/10/10 14:00:00+00,9306.0,51549,74923,60184,5442.0,3019.0,11395,8326.0,14085,3945.0,23512.0,2888.0,19890,22234.0,1629.0,80918,98072,3721.0,3212.0,9254.0,2726.0,18556.0,10600.0,4833.0,0.0,2021-10-10 14:00:00+00:00,91.0,100.42857142857143,15.699670479443784,17.326323935712683,15.71040374011194,17.33816927676404,15.469323990541614,17.07211109160244
575,576,2021/10/11 14:00:00+00,9373.0,51608,75013,60287,5458.0,3025.0,11416,8347.0,14099,3958.0,23546.0,2903.0,19938,22249.0,1633.0,81005,98159,3733.0,3225.0,9274.0,2732.0,18586.0,10616.0,4845.0,0.0,2021-10-11 14:00:00+00:00,59.0,94.0,10.178907233925091,16.217242033711162,10.185866161171479,16.22832913813761,10.029561708153354,15.97930170451551
576,577,2021/10/12 14:00:00+00,9380.0,51634,75049,60340,5467.0,3031.0,11429,8368.0,14110,3964.0,23557.0,2906.0,19967,22260.0,1636.0,81028,98237,3741.0,3227.0,9287.0,2738.0,18596.0,10635.0,4852.0,0.0,2021-10-12 14:00:00+00:00,26.0,91.0,4.485620136983938,15.699670479443784,4.4886867828891255,15.710403740111941,4.419806854440461,15.469323990541612
577,578,2021/10/13 14:00:00+00,9407.0,51731,75171,60457,5483.0,3035.0,11462,8411.0,14138,3976.0,23601.0,2916.0,20042,22299.0,1640.0,81142,98360,3749.0,3242.0,9316.0,2744.0,18708.0,10659.0,4863.0,0.0,2021-10-13 14:00:00+00:00,97.0,89.28571428571429,16.734813587978536,15.403915305576708,16.746254536163278,15.414446369811559,16.489279418489414,15.1779081539851
578,579,2021/10/14 14:00:00+00,9451.0,51866,75357,60496,5497.0,3047.0,11492,8446.0,14157,3981.0,23647.0,2940.0,20090,22339.0,1645.0,81245,98455,3761.0,3249.0,9379.0,2753.0,18789.0,10704.0,4889.0,0.0,2021-10-14 14:00:00+00:00,135.0,91.0,23.290719942031984,15.699670479443784,23.306642911155077,15.710403740111941,22.94899712882547,15.469323990541614
579,580,2021/10/15 14:00:00+00,9497.0,51948,75464,60607,5519.0,3052.0,11518,8485.0,14186,3997.0,23693.0,2952.0,20146,22354.0,1652.0,81338,98569,3767.0,3261.0,9453.0,2759.0,18883.0,10741.0,4902.0,0.0,2021-10-15 14:00:00+00:00,82.0,86.42857142857143,14.14695581664165,14.910990015798253,14.156627546034937,14.92118408597759,13.939390848619917,14.692215093057579
580,581,2021/10/16 14:00:00+00,9531.0,52028,75550,60710,5539.0,3071.0,11531,8531.0,14221,4008.0,23742.0,2975.0,20178,22380.0,1664.0,81407,98674,3782.0,3274.0,9505.0,2769.0,18930.0,10768.0,4911.0,0.0,2021-10-16 14:00:00+00:00,80.0,81.42857142857143,13.801908113796733,14.048370758685959,13.811343947351158,14.05797508926814,13.59940570597065,13.84225223643441
581,582,2021/10/17 14:00:00+00,9538.0,52107,75644,60812,5557.0,3085.0,11546,8558.0,14244,4017.0,23779.0,2981.0,20222,22401.0,1675.0,81487,98784,3792.0,3282.0,9549.0,2782.0,18994.0,10793.0,4921.0,0.0,2021-10-17 14:00:00+00:00,79.0,79.71428571428571,13.629384262374273,13.752615584818885,13.638702148009267,13.76201771896776,13.429413134646015,13.550836399877898
582,583,2021/10/18 14:00:00+00,9561.0,52143,75718,60923,5572.0,3091.0,11559,8575.0,14273,4024.0,23807.0,2986.0,20280,22420.0,1679.0,81557,98855,3803.0,3288.0,9573.0,2784.0,19036.0,10824.0,4933.0,0.0,2021-10-18 14:00:00+00:00,36.0,76.42857142857143,6.21085865120853,13.185751501573664,6.21510477630802,13.194766092558696,6.119732567686793,12.992289379811245
583,584,2021/10/19 14:00:00+00,9592.0,52207,75812,60903,5577.0,3098.0,11570,8602.0,14287,4029.0,23852.0,2999.0,20328,22437.0,1680.0,81618,98912,3806.0,3295.0,9596.0,2787.0,19042.0,10841.0,4937.0,0.0,2021-10-19 14:00:00+00:00,64.0,81.85714285714286,11.041526491037386,14.122309552152728,11.049075157880926,14.131964431843238,10.879524564776519,13.91510619557354
584,585,2021/10/20 14:00:00+00,9598.0,52290,75906,60951,5587.0,3105.0,11595,8641.0,14308,4048.0,23886.0,3002.0,20369,22466.0,1684.0,81691,98991,3815.0,3300.0,9642.0,2790.0,19057.0,10859.0,4943.0,0.0,2021-10-20 14:00:00+00:00,83.0,79.85714285714286,14.31947966806411,13.77726184930781,14.329269345376826,13.78668083315946,14.109383419944548,13.575121052924272
585,586,2021/10/21 14:00:00+00,9623.0,52401,76039,61003,5600.0,3133.0,11614,8676.0,14336,4064.0,23944.0,3027.0,20426,22478.0,1687.0,81768,99077,3830.0,3306.0,9672.0,2808.0,19213.0,10910.0,4958.0,0.0,2021-10-21 14:00:00+00:00,111.0,76.42857142857143,19.150147507892964,13.185751501573662,19.16323972694973,13.194766092558694,18.869175417034278,12.992289379811245
586,587,2021/10/22 14:00:00+00,9643.0,52471,76132,61101,5613.0,3144.0,11634,8693.0,14363,4079.0,23976.0,3056.0,20480,22501.0,1693.0,81833,99161,3842.0,3320.0,9734.0,2813.0,19266.0,10939.0,4969.0,0.0,2021-10-22 14:00:00+00:00,70.0,74.71428571428571,12.076669599572142,12.889996327706589,12.084925953932261,12.89880872225831,11.899479992724318,12.700873543254732
587,588,2021/10/23 14:00:00+00,9666.0,52585,76246,61181,5624.0,3160.0,11647,8725.0,14398,4092.0,24030.0,3091.0,20525,22522.0,1704.0,81913,99223,3860.0,3327.0,9752.0,2816.0,19341.0,10966.0,4972.0,0.0,2021-10-23 14:00:00+00:00,114.0,79.57142857142857,19.667719062160344,13.727969320329963,19.6811651249754,13.737354604776062,19.379153131008174,13.52655174683152
588,589,2021/10/24 14:00:00+00,9668.0,52648,76319,61275,5643.0,3165.0,11670,8745.0,14418,4100.0,24063.0,3112.0,20563,22547.0,1708.0,81988,99293,3860.0,3330.0,9787.0,2823.0,19389.0,10992.0,4977.0,0.0,2021-10-24 14:00:00+00:00,63.0,77.28571428571429,10.869002639614926,13.3336290885072,10.876433358539037,13.342744777708885,10.709531993451886,13.137997298089502
589,590,2021/10/25 14:00:00+00,9681.0,52697,76362,61353,5654.0,3170.0,11682,8756.0,14434,4106.0,24094.0,3125.0,20587,22570.0,1710.0,82037,99338,3866.0,3333.0,9801.0,2825.0,19417.0,11010.0,4987.0,0.0,2021-10-25 14:00:00+00:00,49.0,79.14285714285714,8.453668719700499,13.654030526863195,8.459448167752583,13.663365262200966,8.329635994907022,13.453697787692393
590,591,2021/10/26 14:00:00+00,9726.0,52748,76414,61389,5659.0,3182.0,11694,8777.0,14447,4115.0,24140.0,3135.0,20635,22591.0,1714.0,82095,99406,3874.0,3335.0,9823.0,2828.0,19443.0,11028.0,4994.0,0.0,2021-10-26 14:00:00+00:00,51.0,77.28571428571429,8.798716422545416,13.3336290885072,8.804731766436362,13.342744777708885,8.66962113755629,13.137997298089502
591,592,2021/10/27 14:00:00+00,9740.0,52832,76496,61414,5667.0,3197.0,11722,8799.0,14458,4129.0,24172.0,3147.0,20669,22614.0,1717.0,82162,99501,3877.0,3338.0,9876.0,2835.0,19513.0,11054.0,4994.0,0.0,2021-10-27 14:00:00+00:00,84.0,77.42857142857143,14.49200351948657,13.358275352996122,14.501911144718715,13.367407891900584,14.279375991269182,13.16228195113588
592,593,2021/10/28 14:00:00+00,9753.0,52948,76602,61478,5686.0,3206.0,11745,8818.0,14481,4140.0,24224.0,3187.0,20709,22628.0,1725.0,82270,99599,3887.0,3341.0,9921.0,2848.0,19567.0,11078.0,5011.0,0.0,2021-10-28 14:00:00+00:00,116.0,78.14285714285714,20.012766765005264,13.48150667544074,20.02644872365918,13.490723462859076,19.719138273657443,13.28370521636776
593,594,2021/10/29 14:00:00+00,9786.0,53031,76688,61565,5699.0,3212.0,11783,8845.0,14504,4153.0,24268.0,3220.0,20743,22665.0,1729.0,82365,99689,3892.0,3348.0,9948.0,2856.0,19648.0,11110.0,5016.0,0.0,2021-10-29 14:00:00+00:00,83.0,80.0,14.31947966806411,13.801908113796733,14.329269345376826,13.811343947351158,14.109383419944548,13.599405705970648
594,595,2021/10/30 14:00:00+00,9799.0,53110,76812,61643,5713.0,3221.0,11810,8875.0,14520,4158.0,24314.0,3246.0,20784,22685.0,1734.0,82473,99788,3900.0,3351.0,9970.0,2861.0,19714.0,11129.0,5024.0,0.0,2021-10-30 14:00:00+00:00,79.0,75.0,13.629384262374273,12.939288856684437,13.638702148009267,12.94813495064171,13.429413134646015,12.749442849347485
595,596,2021/10/31 14:00:00+00,9804.0,53160,76888,61734,5721.0,3231.0,11837,8894.0,14531,4165.0,24347.0,3271.0,20818,22704.0,1736.0,82532,99845,3907.0,3357.0,9990.0,2864.0,19763.0,11146.0,5025.0,0.0,2021-10-31 14:00:00+00:00,50.0,73.14285714285714,8.626192571122957,12.618887418328441,8.632089967094473,12.62751446614963,8.499628566231655,12.433742359744594
596,597,2021/11/01 14:00:00+00,9807.0,53199,76944,61780,5730.0,3236.0,11852,8908.0,14543,4170.0,24371.0,3287.0,20855,22717.0,1737.0,82575,99885,3912.0,3364.0,10003.0,2873.0,19782.0,11160.0,5028.0,0.0,2021-11-01 14:00:00+00:00,39.0,71.71428571428571,6.728430205475907,12.372424773439212,6.733030174333689,12.380883324232645,6.629710281660691,12.190895829280832
597,598,2021/11/02 14:00:00+00,9854.0,53246,77022,61804,5736.0,3244.0,11872,8914.0,14550,4172.0,24395.0,3296.0,20875,22722.0,1737.0,82633,99949,3918.0,3369.0,10017.0,2882.0,19792.0,11168.0,5033.0,0.0,2021-11-02 14:00:00+00:00,47.0,71.14285714285714,8.108621016855581,12.273839715483522,8.114164569068805,12.282230867465852,7.989650852257756,12.093757217095327
598,599,2021/11/03 14:00:00+00,9863.0,53317,77120,61878,5748.0,3246.0,11885,8926.0,14569,4174.0,24440.0,3305.0,20912,22739.0,1739.0,82696,100025,3923.0,3374.0,10039.0,2887.0,19871.0,11183.0,5037.0,0.0,2021-11-03 14:00:00+00:00,71.0,69.28571428571429,12.2491934509946,11.953438277127528,12.25756775327415,11.96161038297377,12.06947256404895,11.778056727492437
599,600,2021/11/04 14:00:00+00,9865.0,53411,77242,61937,5754.0,3254.0,11914,8944.0,14582,4179.0,24492.0,3328.0,20949,22789.0,1742.0,82790,100095,3924.0,3377.0,10060.0,2899.0,19927.0,11198.0,5044.0,0.0,2021-11-04 14:00:00+00:00,94.0,66.14285714285714,16.217242033711162,11.411220458371227,16.22832913813761,11.419021870756401,15.979301704515512,11.243794360472162
600,601,2021/11/05 14:00:00+00,9912.0,53496,77347,62004,5769.0,3263.0,11950,8959.0,14597,4186.0,24540.0,3363.0,20978,22819.0,1744.0,82890,100178,3929.0,3378.0,10077.0,2911.0,19987.0,11227.0,5060.0,0.0,2021-11-05 14:00:00+00:00,85.0,66.42857142857143,14.66452737090903,11.460512987349073,14.674552944060604,11.4683480991398,14.449368562593815,11.292363666564913
